Pavarde        Vardas         Galutinis      
Pavarde6697    Vardas6697     7.00           
Pavarde6698    Vardas6698     7.56           
Pavarde6699    Vardas6699     8.32           
Pavarde6700    Vardas6700     8.28           
Pavarde6701    Vardas6701     5.32           
Pavarde6703    Vardas6703     5.24           
Pavarde6705    Vardas6705     8.96           
Pavarde6706    Vardas6706     8.64           
Pavarde6708    Vardas6708     6.24           
Pavarde6709    Vardas6709     7.16           
Pavarde6712    Vardas6712     5.56           
Pavarde6713    Vardas6713     8.56           
Pavarde6715    Vardas6715     6.68           
Pavarde6716    Vardas6716     6.24           
Pavarde6719    Vardas6719     5.00           
Pavarde6721    Vardas6721     5.72           
Pavarde6722    Vardas6722     5.04           
Pavarde6723    Vardas6723     5.88           
Pavarde6725    Vardas6725     7.92           
Pavarde6728    Vardas6728     6.52           
Pavarde6729    Vardas6729     5.68           
Pavarde6731    Vardas6731     5.44           
Pavarde6733    Vardas6733     7.08           
Pavarde6734    Vardas6734     6.44           
Pavarde6735    Vardas6735     5.16           
Pavarde6736    Vardas6736     8.08           
Pavarde6738    Vardas6738     5.04           
Pavarde6740    Vardas6740     5.56           
Pavarde6741    Vardas6741     5.40           
Pavarde6746    Vardas6746     5.92           
Pavarde6748    Vardas6748     7.64           
Pavarde6749    Vardas6749     8.00           
Pavarde6750    Vardas6750     5.72           
Pavarde6752    Vardas6752     6.56           
Pavarde6753    Vardas6753     5.44           
Pavarde6755    Vardas6755     7.60           
Pavarde6758    Vardas6758     8.16           
Pavarde6759    Vardas6759     6.92           
Pavarde6762    Vardas6762     5.84           
Pavarde6763    Vardas6763     6.40           
Pavarde6764    Vardas6764     5.32           
Pavarde6765    Vardas6765     8.80           
Pavarde6773    Vardas6773     5.52           
Pavarde6776    Vardas6776     5.92           
Pavarde6777    Vardas6777     5.64           
Pavarde6778    Vardas6778     7.68           
Pavarde6779    Vardas6779     6.44           
Pavarde6780    Vardas6780     5.52           
Pavarde6782    Vardas6782     8.16           
Pavarde6783    Vardas6783     7.80           
Pavarde6784    Vardas6784     5.84           
Pavarde6785    Vardas6785     6.12           
Pavarde6788    Vardas6788     8.96           
Pavarde6789    Vardas6789     5.24           
Pavarde6790    Vardas6790     6.84           
Pavarde6791    Vardas6791     6.32           
Pavarde6792    Vardas6792     5.52           
Pavarde6794    Vardas6794     7.60           
Pavarde6798    Vardas6798     8.80           
Pavarde6805    Vardas6805     7.56           
Pavarde6807    Vardas6807     6.68           
Pavarde6808    Vardas6808     7.84           
Pavarde6809    Vardas6809     6.72           
Pavarde6812    Vardas6812     7.20           
Pavarde6813    Vardas6813     5.04           
Pavarde6814    Vardas6814     7.20           
Pavarde6816    Vardas6816     6.84           
Pavarde6817    Vardas6817     6.68           
Pavarde6819    Vardas6819     7.84           
Pavarde6820    Vardas6820     5.36           
Pavarde6822    Vardas6822     7.60           
Pavarde6827    Vardas6827     6.04           
Pavarde6828    Vardas6828     5.68           
Pavarde6830    Vardas6830     5.24           
Pavarde6834    Vardas6834     6.20           
Pavarde6835    Vardas6835     7.36           
Pavarde6837    Vardas6837     5.20           
Pavarde6840    Vardas6840     5.76           
Pavarde6841    Vardas6841     6.48           
Pavarde6843    Vardas6843     6.08           
Pavarde6844    Vardas6844     7.76           
Pavarde6845    Vardas6845     7.80           
Pavarde6847    Vardas6847     6.40           
Pavarde6849    Vardas6849     7.04           
Pavarde6853    Vardas6853     6.36           
Pavarde6854    Vardas6854     8.40           
Pavarde6856    Vardas6856     5.44           
Pavarde6857    Vardas6857     5.08           
Pavarde6859    Vardas6859     6.04           
Pavarde6864    Vardas6864     6.68           
Pavarde6866    Vardas6866     8.80           
Pavarde6867    Vardas6867     7.92           
Pavarde6868    Vardas6868     7.56           
Pavarde6869    Vardas6869     8.72           
Pavarde6871    Vardas6871     8.80           
Pavarde6873    Vardas6873     8.64           
Pavarde6875    Vardas6875     8.28           
Pavarde6876    Vardas6876     5.68           
Pavarde6878    Vardas6878     7.00           
Pavarde6879    Vardas6879     5.48           
Pavarde6881    Vardas6881     5.60           
Pavarde6882    Vardas6882     7.60           
Pavarde6883    Vardas6883     8.28           
Pavarde6884    Vardas6884     8.56           
Pavarde6885    Vardas6885     6.80           
Pavarde6886    Vardas6886     6.80           
Pavarde6887    Vardas6887     6.08           
Pavarde6888    Vardas6888     6.92           
Pavarde6889    Vardas6889     6.20           
Pavarde6890    Vardas6890     7.64           
Pavarde6892    Vardas6892     6.88           
Pavarde6893    Vardas6893     6.04           
Pavarde6896    Vardas6896     6.00           
Pavarde6897    Vardas6897     5.00           
Pavarde6898    Vardas6898     5.68           
Pavarde6900    Vardas6900     6.20           
Pavarde6901    Vardas6901     6.40           
Pavarde6903    Vardas6903     6.32           
Pavarde6904    Vardas6904     7.92           
Pavarde6907    Vardas6907     6.92           
Pavarde6908    Vardas6908     8.12           
Pavarde6910    Vardas6910     7.76           
Pavarde6914    Vardas6914     7.80           
Pavarde6915    Vardas6915     7.88           
Pavarde6917    Vardas6917     6.08           
Pavarde6918    Vardas6918     6.88           
Pavarde6920    Vardas6920     7.20           
Pavarde6921    Vardas6921     5.24           
Pavarde6922    Vardas6922     7.24           
Pavarde6923    Vardas6923     7.76           
Pavarde6924    Vardas6924     5.36           
Pavarde6925    Vardas6925     7.36           
Pavarde6928    Vardas6928     8.08           
Pavarde6929    Vardas6929     6.44           
Pavarde6930    Vardas6930     6.52           
Pavarde6934    Vardas6934     7.52           
Pavarde6935    Vardas6935     7.56           
Pavarde6936    Vardas6936     5.44           
Pavarde6938    Vardas6938     6.56           
Pavarde6939    Vardas6939     5.20           
Pavarde6940    Vardas6940     7.36           
Pavarde6941    Vardas6941     6.20           
Pavarde6942    Vardas6942     7.64           
Pavarde6944    Vardas6944     5.28           
Pavarde6945    Vardas6945     8.48           
Pavarde6946    Vardas6946     7.84           
Pavarde6948    Vardas6948     8.96           
Pavarde6949    Vardas6949     5.28           
Pavarde6950    Vardas6950     6.72           
Pavarde6951    Vardas6951     6.04           
Pavarde6953    Vardas6953     8.72           
Pavarde6954    Vardas6954     6.96           
Pavarde6955    Vardas6955     5.28           
Pavarde6956    Vardas6956     6.32           
Pavarde6957    Vardas6957     8.48           
Pavarde6959    Vardas6959     5.92           
Pavarde6961    Vardas6961     7.36           
Pavarde6962    Vardas6962     6.80           
Pavarde6963    Vardas6963     6.36           
Pavarde6966    Vardas6966     6.08           
Pavarde6967    Vardas6967     7.12           
Pavarde6971    Vardas6971     8.08           
Pavarde6975    Vardas6975     6.92           
Pavarde6977    Vardas6977     7.56           
Pavarde6979    Vardas6979     9.00           
Pavarde6980    Vardas6980     7.36           
Pavarde6983    Vardas6983     7.36           
Pavarde6986    Vardas6986     5.16           
Pavarde6987    Vardas6987     5.84           
Pavarde6989    Vardas6989     5.76           
Pavarde6990    Vardas6990     6.08           
Pavarde6993    Vardas6993     7.64           
Pavarde6994    Vardas6994     8.00           
Pavarde6996    Vardas6996     6.76           
Pavarde6997    Vardas6997     8.04           
Pavarde6998    Vardas6998     8.28           
Pavarde6999    Vardas6999     5.12           
Pavarde7000    Vardas7000     7.24           
Pavarde7001    Vardas7001     6.72           
Pavarde7002    Vardas7002     6.24           
Pavarde7003    Vardas7003     6.68           
Pavarde7004    Vardas7004     6.72           
Pavarde7005    Vardas7005     5.68           
Pavarde7006    Vardas7006     7.36           
Pavarde7010    Vardas7010     6.12           
Pavarde7012    Vardas7012     5.32           
Pavarde7013    Vardas7013     5.00           
Pavarde7014    Vardas7014     7.56           
Pavarde7018    Vardas7018     6.92           
Pavarde7019    Vardas7019     7.04           
Pavarde7020    Vardas7020     6.44           
Pavarde7023    Vardas7023     9.12           
Pavarde7025    Vardas7025     7.92           
Pavarde7026    Vardas7026     7.48           
Pavarde7029    Vardas7029     6.92           
Pavarde7030    Vardas7030     8.12           
Pavarde7032    Vardas7032     8.20           
Pavarde7033    Vardas7033     7.64           
Pavarde7038    Vardas7038     6.28           
Pavarde7039    Vardas7039     7.12           
Pavarde7043    Vardas7043     7.24           
Pavarde7046    Vardas7046     8.32           
Pavarde7047    Vardas7047     7.40           
Pavarde7048    Vardas7048     5.68           
Pavarde7049    Vardas7049     6.12           
Pavarde7051    Vardas7051     6.96           
Pavarde7052    Vardas7052     7.16           
Pavarde7053    Vardas7053     8.44           
Pavarde7054    Vardas7054     7.92           
Pavarde7055    Vardas7055     6.40           
Pavarde7058    Vardas7058     8.52           
Pavarde7059    Vardas7059     7.04           
Pavarde7061    Vardas7061     8.04           
Pavarde7062    Vardas7062     5.88           
Pavarde7063    Vardas7063     5.96           
Pavarde7065    Vardas7065     8.44           
Pavarde7066    Vardas7066     7.36           
Pavarde7068    Vardas7068     7.64           
Pavarde7069    Vardas7069     6.04           
Pavarde7071    Vardas7071     6.64           
Pavarde7072    Vardas7072     5.72           
Pavarde7073    Vardas7073     5.92           
Pavarde7076    Vardas7076     5.84           
Pavarde7078    Vardas7078     5.68           
Pavarde7079    Vardas7079     6.40           
Pavarde7080    Vardas7080     5.08           
Pavarde7084    Vardas7084     6.60           
Pavarde7085    Vardas7085     5.96           
Pavarde7086    Vardas7086     5.16           
Pavarde7088    Vardas7088     5.88           
Pavarde7089    Vardas7089     5.16           
Pavarde7093    Vardas7093     7.96           
Pavarde7094    Vardas7094     6.80           
Pavarde7095    Vardas7095     7.84           
Pavarde7106    Vardas7106     6.20           
Pavarde7107    Vardas7107     7.96           
Pavarde7108    Vardas7108     6.76           
Pavarde7109    Vardas7109     5.68           
Pavarde7110    Vardas7110     8.08           
Pavarde7112    Vardas7112     7.20           
Pavarde7114    Vardas7114     5.20           
Pavarde7117    Vardas7117     7.28           
Pavarde7118    Vardas7118     6.00           
Pavarde7119    Vardas7119     6.08           
Pavarde7122    Vardas7122     5.20           
Pavarde7123    Vardas7123     7.48           
Pavarde7125    Vardas7125     7.64           
Pavarde7126    Vardas7126     5.20           
Pavarde7129    Vardas7129     7.04           
Pavarde7132    Vardas7132     5.40           
Pavarde7133    Vardas7133     5.68           
Pavarde7134    Vardas7134     5.76           
Pavarde7135    Vardas7135     8.12           
Pavarde7136    Vardas7136     7.92           
Pavarde7138    Vardas7138     5.64           
Pavarde7139    Vardas7139     7.48           
Pavarde7140    Vardas7140     7.16           
Pavarde7141    Vardas7141     5.24           
Pavarde7142    Vardas7142     5.08           
Pavarde7143    Vardas7143     7.16           
Pavarde7145    Vardas7145     6.92           
Pavarde7146    Vardas7146     6.52           
Pavarde7153    Vardas7153     6.92           
Pavarde7155    Vardas7155     6.76           
Pavarde7156    Vardas7156     6.92           
Pavarde7157    Vardas7157     5.84           
Pavarde7158    Vardas7158     7.84           
Pavarde7159    Vardas7159     7.20           
Pavarde7164    Vardas7164     6.80           
Pavarde7168    Vardas7168     6.68           
Pavarde7170    Vardas7170     8.64           
Pavarde7174    Vardas7174     5.96           
Pavarde7177    Vardas7177     6.00           
Pavarde7178    Vardas7178     7.08           
Pavarde7179    Vardas7179     5.80           
Pavarde7180    Vardas7180     6.60           
Pavarde7181    Vardas7181     6.28           
Pavarde7182    Vardas7182     5.56           
Pavarde7183    Vardas7183     5.76           
Pavarde7186    Vardas7186     5.56           
