Pavarde        Vardas         Galutinis      
Pavarde6754    Vardas6754     3.76           
Pavarde6756    Vardas6756     4.80           
Pavarde6757    Vardas6757     3.12           
Pavarde6760    Vardas6760     1.80           
Pavarde6761    Vardas6761     2.52           
Pavarde6766    Vardas6766     4.56           
Pavarde6767    Vardas6767     3.76           
Pavarde6768    Vardas6768     4.12           
Pavarde6769    Vardas6769     2.64           
Pavarde6770    Vardas6770     2.76           
Pavarde6771    Vardas6771     3.52           
Pavarde6772    Vardas6772     3.32           
Pavarde6774    Vardas6774     4.48           
Pavarde6775    Vardas6775     4.92           
Pavarde6781    Vardas6781     3.00           
Pavarde6786    Vardas6786     4.24           
Pavarde6787    Vardas6787     4.32           
Pavarde6793    Vardas6793     3.60           
Pavarde6795    Vardas6795     2.76           
Pavarde6796    Vardas6796     4.96           
Pavarde6797    Vardas6797     3.68           
Pavarde6799    Vardas6799     2.64           
Pavarde6800    Vardas6800     3.08           
Pavarde6801    Vardas6801     4.24           
Pavarde6802    Vardas6802     3.48           
Pavarde6803    Vardas6803     4.12           
Pavarde6804    Vardas6804     3.08           
Pavarde6806    Vardas6806     2.80           
Pavarde6810    Vardas6810     3.08           
Pavarde6811    Vardas6811     2.68           
Pavarde6815    Vardas6815     4.84           
Pavarde6818    Vardas6818     4.20           
Pavarde6821    Vardas6821     4.48           
Pavarde6823    Vardas6823     3.60           
Pavarde6824    Vardas6824     2.60           
Pavarde6825    Vardas6825     4.72           
Pavarde6826    Vardas6826     4.40           
Pavarde6829    Vardas6829     2.16           
Pavarde6831    Vardas6831     3.36           
Pavarde6832    Vardas6832     2.76           
Pavarde6833    Vardas6833     4.60           
Pavarde6836    Vardas6836     3.48           
Pavarde6838    Vardas6838     2.44           
Pavarde6839    Vardas6839     3.64           
Pavarde6842    Vardas6842     2.04           
Pavarde6846    Vardas6846     4.36           
Pavarde6848    Vardas6848     2.96           
Pavarde6850    Vardas6850     4.00           
Pavarde6851    Vardas6851     3.60           
Pavarde6852    Vardas6852     2.28           
Pavarde6855    Vardas6855     3.88           
Pavarde6858    Vardas6858     2.80           
Pavarde6860    Vardas6860     3.80           
Pavarde6861    Vardas6861     2.44           
Pavarde6862    Vardas6862     4.92           
Pavarde6863    Vardas6863     3.96           
Pavarde6865    Vardas6865     4.44           
Pavarde6870    Vardas6870     3.92           
Pavarde6872    Vardas6872     4.52           
Pavarde6874    Vardas6874     2.76           
Pavarde6877    Vardas6877     3.96           
Pavarde6880    Vardas6880     3.80           
Pavarde6891    Vardas6891     3.52           
Pavarde6894    Vardas6894     3.88           
Pavarde6895    Vardas6895     3.64           
Pavarde6899    Vardas6899     3.20           
Pavarde6902    Vardas6902     3.68           
Pavarde6905    Vardas6905     4.44           
Pavarde6906    Vardas6906     4.80           
Pavarde6909    Vardas6909     4.56           
Pavarde6911    Vardas6911     4.40           
Pavarde6912    Vardas6912     4.60           
Pavarde6913    Vardas6913     4.24           
Pavarde6916    Vardas6916     4.00           
Pavarde6919    Vardas6919     3.00           
Pavarde6926    Vardas6926     4.80           
Pavarde6927    Vardas6927     4.48           
Pavarde6931    Vardas6931     4.24           
Pavarde6932    Vardas6932     3.24           
Pavarde6933    Vardas6933     4.68           
Pavarde6937    Vardas6937     3.60           
Pavarde6943    Vardas6943     4.88           
Pavarde6947    Vardas6947     3.88           
Pavarde6952    Vardas6952     4.76           
Pavarde6958    Vardas6958     3.88           
Pavarde6960    Vardas6960     3.08           
Pavarde6964    Vardas6964     4.08           
Pavarde6965    Vardas6965     3.88           
Pavarde6968    Vardas6968     3.20           
Pavarde6969    Vardas6969     4.76           
Pavarde6970    Vardas6970     2.96           
Pavarde6972    Vardas6972     2.80           
Pavarde6973    Vardas6973     2.80           
Pavarde6974    Vardas6974     3.48           
Pavarde6976    Vardas6976     4.56           
Pavarde6978    Vardas6978     2.96           
Pavarde6981    Vardas6981     4.44           
Pavarde6982    Vardas6982     2.60           
Pavarde6984    Vardas6984     3.48           
Pavarde6985    Vardas6985     4.36           
Pavarde6988    Vardas6988     3.08           
Pavarde6991    Vardas6991     4.72           
Pavarde6992    Vardas6992     3.48           
Pavarde6995    Vardas6995     2.56           
Pavarde7007    Vardas7007     2.96           
Pavarde7008    Vardas7008     3.96           
Pavarde7009    Vardas7009     3.48           
Pavarde7011    Vardas7011     3.68           
Pavarde7015    Vardas7015     3.36           
Pavarde7016    Vardas7016     3.56           
Pavarde7017    Vardas7017     4.56           
Pavarde7021    Vardas7021     4.48           
Pavarde7022    Vardas7022     3.20           
Pavarde7024    Vardas7024     4.64           
Pavarde7027    Vardas7027     2.36           
Pavarde7028    Vardas7028     3.72           
Pavarde7031    Vardas7031     4.92           
Pavarde7034    Vardas7034     3.92           
Pavarde7035    Vardas7035     3.16           
Pavarde7036    Vardas7036     2.96           
Pavarde7037    Vardas7037     4.60           
Pavarde7040    Vardas7040     4.72           
Pavarde7041    Vardas7041     3.72           
Pavarde7042    Vardas7042     4.48           
Pavarde7044    Vardas7044     4.32           
Pavarde7045    Vardas7045     3.08           
Pavarde7050    Vardas7050     4.12           
Pavarde7056    Vardas7056     3.04           
Pavarde7057    Vardas7057     1.64           
Pavarde7060    Vardas7060     3.72           
Pavarde7064    Vardas7064     4.68           
Pavarde7067    Vardas7067     3.24           
Pavarde7070    Vardas7070     3.44           
Pavarde7074    Vardas7074     3.36           
Pavarde7075    Vardas7075     3.76           
Pavarde7077    Vardas7077     3.40           
Pavarde7081    Vardas7081     4.32           
Pavarde7082    Vardas7082     3.32           
Pavarde7083    Vardas7083     3.52           
Pavarde7087    Vardas7087     2.84           
Pavarde7090    Vardas7090     2.88           
Pavarde7091    Vardas7091     3.80           
Pavarde7092    Vardas7092     4.68           
Pavarde7096    Vardas7096     2.96           
Pavarde7097    Vardas7097     3.24           
Pavarde7098    Vardas7098     4.08           
Pavarde7099    Vardas7099     3.60           
Pavarde7100    Vardas7100     3.40           
Pavarde7101    Vardas7101     3.80           
Pavarde7102    Vardas7102     4.24           
Pavarde7103    Vardas7103     4.00           
Pavarde7104    Vardas7104     3.92           
Pavarde7105    Vardas7105     4.20           
Pavarde7111    Vardas7111     3.84           
Pavarde7113    Vardas7113     3.48           
Pavarde7115    Vardas7115     3.56           
Pavarde7116    Vardas7116     2.44           
Pavarde7120    Vardas7120     2.04           
Pavarde7121    Vardas7121     4.64           
Pavarde7124    Vardas7124     3.92           
Pavarde7127    Vardas7127     3.44           
Pavarde7128    Vardas7128     2.60           
Pavarde7130    Vardas7130     4.24           
Pavarde7131    Vardas7131     2.72           
Pavarde7137    Vardas7137     4.64           
Pavarde7144    Vardas7144     2.84           
Pavarde7147    Vardas7147     3.96           
Pavarde7148    Vardas7148     2.44           
Pavarde7149    Vardas7149     4.20           
Pavarde7150    Vardas7150     2.04           
Pavarde7151    Vardas7151     3.24           
Pavarde7152    Vardas7152     2.68           
Pavarde7154    Vardas7154     4.96           
Pavarde7160    Vardas7160     4.60           
Pavarde7161    Vardas7161     4.48           
Pavarde7162    Vardas7162     3.32           
Pavarde7163    Vardas7163     3.12           
Pavarde7165    Vardas7165     3.32           
Pavarde7166    Vardas7166     4.32           
Pavarde7167    Vardas7167     4.64           
Pavarde7169    Vardas7169     3.84           
Pavarde7171    Vardas7171     4.76           
Pavarde7172    Vardas7172     2.36           
Pavarde7173    Vardas7173     4.28           
Pavarde7175    Vardas7175     4.48           
Pavarde7176    Vardas7176     3.24           
Pavarde7184    Vardas7184     2.80           
Pavarde7185    Vardas7185     4.08           
Pavarde7187    Vardas7187     2.64           
Pavarde7188    Vardas7188     3.12           
Pavarde7191    Vardas7191     4.36           
Pavarde7195    Vardas7195     3.84           
Pavarde7201    Vardas7201     4.48           
Pavarde7203    Vardas7203     4.36           
Pavarde7204    Vardas7204     2.48           
Pavarde7207    Vardas7207     4.76           
Pavarde7209    Vardas7209     4.32           
Pavarde7210    Vardas7210     4.88           
Pavarde7211    Vardas7211     4.88           
Pavarde7213    Vardas7213     4.56           
Pavarde7215    Vardas7215     4.48           
Pavarde7216    Vardas7216     3.12           
Pavarde7219    Vardas7219     2.52           
Pavarde7220    Vardas7220     3.72           
Pavarde7225    Vardas7225     2.92           
Pavarde7227    Vardas7227     2.60           
Pavarde7228    Vardas7228     4.44           
Pavarde7229    Vardas7229     3.84           
Pavarde7230    Vardas7230     3.24           
Pavarde7231    Vardas7231     3.60           
Pavarde7233    Vardas7233     4.64           
Pavarde7238    Vardas7238     3.68           
Pavarde7239    Vardas7239     2.44           
Pavarde7240    Vardas7240     4.60           
Pavarde7241    Vardas7241     2.68           
Pavarde7244    Vardas7244     2.68           
Pavarde7245    Vardas7245     3.96           
Pavarde7249    Vardas7249     4.56           
Pavarde7250    Vardas7250     4.20           
Pavarde7251    Vardas7251     2.12           
Pavarde7252    Vardas7252     4.28           
Pavarde7254    Vardas7254     3.28           
Pavarde7255    Vardas7255     4.52           
Pavarde7256    Vardas7256     4.24           
Pavarde7257    Vardas7257     4.12           
Pavarde7258    Vardas7258     3.44           
Pavarde7262    Vardas7262     4.48           
Pavarde7264    Vardas7264     3.44           
Pavarde7266    Vardas7266     3.92           
Pavarde7277    Vardas7277     4.76           
Pavarde7278    Vardas7278     4.88           
Pavarde7280    Vardas7280     4.68           
Pavarde7282    Vardas7282     4.04           
Pavarde7284    Vardas7284     3.92           
Pavarde7290    Vardas7290     4.92           
Pavarde7293    Vardas7293     4.84           
Pavarde7295    Vardas7295     1.64           
Pavarde7296    Vardas7296     4.72           
Pavarde7299    Vardas7299     3.76           
Pavarde7302    Vardas7302     4.04           
Pavarde7303    Vardas7303     3.64           
Pavarde7309    Vardas7309     2.68           
Pavarde7313    Vardas7313     4.04           
Pavarde7316    Vardas7316     3.80           
Pavarde7317    Vardas7317     4.64           
Pavarde7319    Vardas7319     4.32           
Pavarde7321    Vardas7321     3.56           
Pavarde7326    Vardas7326     4.04           
Pavarde7330    Vardas7330     3.24           
Pavarde7337    Vardas7337     4.32           
Pavarde7339    Vardas7339     2.88           
Pavarde7342    Vardas7342     3.64           
Pavarde7343    Vardas7343     3.96           
Pavarde7345    Vardas7345     4.76           
Pavarde7353    Vardas7353     1.88           
Pavarde7356    Vardas7356     2.44           
Pavarde7357    Vardas7357     4.36           
Pavarde7358    Vardas7358     3.84           
Pavarde7360    Vardas7360     3.96           
Pavarde7362    Vardas7362     4.36           
Pavarde7363    Vardas7363     3.76           
Pavarde7367    Vardas7367     2.04           
Pavarde7368    Vardas7368     4.92           
Pavarde7369    Vardas7369     4.24           
Pavarde7372    Vardas7372     3.92           
Pavarde7373    Vardas7373     2.68           
Pavarde7380    Vardas7380     3.40           
Pavarde7382    Vardas7382     3.76           
Pavarde7383    Vardas7383     4.68           
Pavarde7384    Vardas7384     3.60           
Pavarde7385    Vardas7385     4.84           
Pavarde7388    Vardas7388     3.36           
Pavarde7389    Vardas7389     4.32           
Pavarde7391    Vardas7391     4.56           
Pavarde7392    Vardas7392     4.32           
Pavarde7401    Vardas7401     4.60           
Pavarde7406    Vardas7406     3.32           
Pavarde7408    Vardas7408     4.60           
Pavarde7412    Vardas7412     2.36           
Pavarde7413    Vardas7413     3.08           
